name,status
Eden Therapeutics,operating
Argyle Executive Forum,operating
FlyClip,operating
"Ebullient, Inc.",operating
Delta Plant Technologies,operating
Maily,operating
Stonegate Mortgage,operating
Kallikids,closed
Shaken,operating
Boss Controls,closed
eXlogue,closed
Vint On-demand Personal Training,operating
iLumin Software,operating
Assured Labor,operating
Zencoder,operating
Quantico Trends,operating
Shocking Technologies,operating
Koogame,operating
SureCash,operating
Wellbeats,operating
Cyfuse Biomedical,operating
Integrated Materials,operating
APX Group,operating
fitaborate,operating
Auditude,operating
1World Online,operating
Button,closed
MEG Energy,operating
Finco,operating
Persistent Efficiency,closed
BG Networking,operating
Clozette.co,operating
Map That,closed
Customapp,closed
AlphaStripe,operating
BlueMessaging,operating
AcceloWeb,closed
Days of Wonder,operating
Nxtfour,closed
Shift Network,operating
Palyon Medical,operating
CheckPass Business Solutions,operating
Micell Technologies,operating
ADAPTIX,operating
Itaconix,operating
Net Element,operating
YouDo.com,closed
ForeSee,operating
Interactive Convenience Electronics,operating
FieldLens,operating
Gaudena,operating
AirPR,operating
Vibrow,operating
Format Dynamics,operating
Invoxia,closed
Bee Networx (Astilbe),operating
Adeyoh,closed
Joinnus,closed
Westcrete,operating
Directed Medical Systems,closed
MotionSavvy,operating
CoreXchange,operating
Prizeo,closed
treekele,closed
The Cambridge Center For Medical & Veterinary Sciences,operating
Zilift,operating
Akamai Home Tech,operating
Playcast Media,operating
Thrive,closed
AquaMost,operating
UPower,operating
Strix Systems,operating
DataSynapse,operating
MapFlagged,closed
Atherotech Diagnostics Lab,operating
Tribesports,operating
TryTopic,closed
American Injury Attorney Group,operating
TelOptica,operating
Kenna,operating
Sanuthera,operating
IPMobileNet,closed
Smart Adventure,closed
Fastgen,operating
Urban Metrics,operating
Achievers,operating
Conquest,operating
Albiorex,operating
Offermatica,operating
Nomanini,operating
GrubMarket Inc,closed
Pythagoras Solar,operating
Guaana,closed
Vivid Restaurant Concepts,operating
Undagrid,closed
Travel and Learning Enterprises,operating
ZippyApp,operating
Application Craft,operating
StorkUp.com,operating
Innvotec Surgical,operating
Medinox,operating
Local Lift,operating
Lighting Retrofit International,operating
Craftsvilla,operating
knf Technologies,operating
Wise Velocity,closed
OfficeLeaseCenter.com,operating
Synosia Therapeutics,operating
Xianguo,operating
easy2map,operating
Kaboa,operating
eÇift,operating
Heart Buddy,closed
OQO,operating
Outplay Entertainment,operating
M.A. Transportation Services,closed
Metagenics,operating
SUB ONE TECHNOLOGY,operating
TripVerse,closed
BrightLocker,closed
Powers Device Technologies LLC.,operating
SurgeryEdu,operating
Bplats,operating
Hoffman Family Cellars,operating
DuPont,operating
Lysac Technologies,operating
Affinity Circles,closed
yetu,closed
Frontier MEA,operating
EurekaGGN,operating
Ophthonix,operating
eBioscience,operating
DERP Technologies,operating
I-Market,operating
Ooooby,closed
HOKO,closed
Oorja Fuel Cells,operating
Surf Air,operating
StepLeader,operating
Angel Medical Systems,operating
Solvesting,closed
BioTrove,operating
Web Design Giant Inc.,operating
RamTiger Fitness,operating
SemiNex,operating
Tamago,operating
Seekmi,closed
NutriVentures,operating
"MicroPoint Bioscience, Inc.",operating
MaryJane Distribution,operating
Pedestal Inc,operating
Renoviso,closed
Numbrs AG,operating
Harbor Technologies,operating
THUBIT,operating
Captricity,operating
Tango,operating
noFeeRealEstateSales.com,closed
Gunjin Games,closed
Moovenda,closed
Clinton Group,operating
Eating Recovery Center,operating
Gruppo MAASI,operating
Vidcaster,operating
ImOff,closed
NKD,closed
MySiteApp,operating
SwapDrive,operating
Onyu,operating
Metropolitan App,closed
Videovalis GmbH,operating
Questar Assessment,operating
DirectScale,closed
ClickSquared,operating
iMedix Inc.,closed
Geni,operating
BrainRush,operating
Cookman Enterprises,operating
HandSignal,operating
Kinetic,operating
EyeQuant,operating
Localfu,closed
Cyanogen,closed
WeWork,operating
Mobile Active Defense,operating
Bizfi,closed
HealthSpot,operating
TapMesh,operating
vCider,operating
LoveLula,operating
Genius Monkey,operating
Phrazit,closed
Kueski,operating
"CUBED, Inc.",operating
Salunda,operating
True Illusion Software,closed
Nuvo Research,operating
Shelfbucks,operating
Teach.com,operating
Protom International,operating
PC Enterprises,closed
TeVido BioDevices,operating
GreenSand,operating
STinser,closed
SpydrSafe Mobile Security,operating
Oomph Wellness,operating
MediCard,closed
Test.tv,closed
Cater to u,operating
Microtask,operating
Corporate Times,operating
Dil Mil,closed
LyfeSystems,operating
Giftpass,closed
Mitro,operating
Chronicle Solutions,operating
Survivors End,closed
Grapevine Talk,operating
Empire Robotics,operating
Superprotonic,operating
FLEXIROAM,closed
SignEasy,operating
Press About Us,closed
SkyBulls,operating
Sanovi Technologies,operating
Cloudnexa,operating
Talima Therapeutics,operating
AAIPharma Services,operating
NGenTec,operating
Fyreball,operating
Streamline,operating
Enhance Biotech,operating
EGEN,operating
Manjrasoft,operating
Keynected,closed
Tripwire,operating
Auto Secure,operating
PortAuthority Technologies,operating
Fitness Partners,operating
Manifact,closed
ShiftForward,operating
Arran Aromatics,operating
CancerGuide Diagnostics,operating
The DoBand Campaign,operating
Bactest,operating
Eyepic,closed
Frio Distributors,operating
Magic Bus,closed
iUniverse,operating
Balance Therapeutics,closed
Tongbanjie,operating
ViHub,closed
Five minutes,operating
Sirona Spring,closed
Market Force Information,operating
Heekya,closed
Intamac Systems,operating
Glocal,operating
Flash Ambition Entertainment Company,operating
GateMe,operating
Screener,closed
SeniorQuote Insurance Services,operating
Gameotic,closed
Green Day Cafe,operating
Gleam,operating
Bitt,closed
Transgenomic,operating
Dokogeo,operating
Tinkoff Credit Systems,closed
LearnUp,operating
Sapiens,operating
Edimer Pharmaceuticals,operating
uchoose,operating
beBetter Health,operating
"TurnHere, Inc.",closed
Zapyle,closed
Rock Flow Dynamics,closed
Life is Tech,operating
Gentronix,operating
Cortria Corporation,operating
Maicoin,operating
HCT Group,operating
LookNook,operating
Adjust,operating
biupBOX,closed
Treatful,operating
Giggle,operating
Oblicore,operating
DataKraft,operating
CENTRI Technology,operating
Love Mondays,operating
Miselu Inc.,operating
High Society Clothing Line,operating
Semnur Pharmaceuticals,operating
Occipital,operating
Leevia,operating
Pennant,closed
Family Housing Investments,operating
Feuerlabs,operating
Yadu,operating
Aquacue,operating
Vendormate,operating
KMart,operating
RochesterWorks,closed
Mumumío,operating
"MarketEnterprise Co.,Ltd.",closed
intelliPaper,operating
"First Stop Health, LLC",operating
Opendoor,operating
Gammastar Medical Group,operating
Principle Energy Limited,operating
Rupeetalk,operating
Monsoon Commerce,operating
St. Teresa Medical,operating
combyne,closed
Chegue.lá,operating
The University of Texas Health Science Center at Houston,operating
AppZen,operating
iCharts,operating
hobbyDB,closed
Gridstore,operating
Concept Inbox,operating
ReaLens,operating
uBirds,closed
SDI,operating
Hackmania,closed
CellBreaker,closed
Smartivity,closed
Donets Connecting,operating
Rx Systems PF,operating
Trax Image Recognition,operating
Alzwad Mobile Services,closed
Interested,closed
Druidly,operating
AesRx,operating
Kontera,operating
Fixstream Networks Inc,operating
iRise,operating
Zakipoint,operating
Baltic Ticket Holdings AS,operating
BIO-IVT Group,operating
Blue Water Satellite,operating
Amplify Health,operating
eMeter,operating
Arthesis Covers,closed
SafeITData,closed
Snapshot Energy,operating
inSelly,operating
Errund,operating
Meilele,operating
Kumbuya,operating
"EscapadaRural, Servicios para propietarios",operating
Pijon,operating
Good.Co,operating
C7 Data Centers,operating
TastingRoom.com,operating
Light Extraction,closed
Quick TV,operating
clipsync,operating
Mapps.com.tr,closed
Multipath Networks,closed
Whistle Sports,operating
Twych Innovation,closed
Rive Technology,operating
Cyber Kiosk Solutions,operating
ContentDJ,operating
S.E.A. Medical Systems,operating
MicroSolar,operating
Common Ground,closed
BioKier,operating
Charitic,closed
Findmework Limited,closed
Cloud Communications and Computing Corp.,operating
eToro,operating
DohJe,operating
Chef Dovunque,operating
eRelyx,operating
"Trajectory, Inc.",operating
MultiLing Corporation,operating
TribeHR,operating
Ambient Fytns Technology,closed
Insevo,closed
Caralon Global,operating
One Earth Designs,operating
SkillSlate,operating
bounty app,closed
Digital Retail Apps,closed
Bswift,operating
U.S. Fiduciary,operating
ApiFix,operating
Exmovere,operating
Merganser Biotech,operating
NOC2 Healthcare,operating
LaoBaiXing,closed
Visiopharm,operating
4Front Security,closed
Colixo,operating
Mobile Satellite Ventures,operating
Instart Logic,operating
Meerkat,operating
Aztec Group,operating
ELIKE,operating
Pixtasy,closed
"an,LLC",operating
WaterplayUSA,operating
BioRestorative Therapies,operating
Karos Health,operating
Take Me Home Taxi,operating
SolBeam,closed
Prospect Accelerator,operating
Nalace Corporation,operating
Department of Health and Human Services,operating
Codecademy,operating
ONtheGO Platforms,operating
SavvySystems,closed
AdviceIQ,operating
trecker.com,operating
PayPerks,operating
JML Optical Industries,operating
Fortscale,operating
"Sonavex, Inc.",operating
Leostream,operating
Prana Essentials,operating
ProTenders,operating
Crowdcare,operating
HealthPlotter,operating
Servigistics,operating
OYO Rooms,operating
Fliqz,operating
Veratect,operating
Couchsurfing,operating
PrimeWire,closed
Tradeos,closed
"Economic Index Co.,Ltd.",closed
bettercodes.org,operating
"redhotMAYO, Inc",operating
Swapdom,operating
Quest Discovery,operating
V.I.O.,operating
Cahootify,operating
Kid Bunch,operating
Efty,operating
Twisto Payments (Twisto.cz),operating
Easyrent.com,closed
Harvard University,operating
Embo Medical,operating
Target Software,operating
Anyvite,operating
ChinaNetCloud,operating
Bulb,operating
Learning Games Studios,closed
Synapse Wireless,operating
Guardion Health Sciences,operating
On Demand Therapeutics,operating
L.E.S.S.,closed
Render Pictures Entertainment,closed
Deyor Rooms,closed
DataNitro,operating
DockPHP,operating
WritePath,operating
Mobile Service Pros,operating
Data.com International,operating
DaoliCloud,operating
PsychArmor,operating
Pidgon,operating
ActBlue,closed
MyBenefitSource,operating
Tissue Regeneration,operating
Compoze,closed
Pole Star,operating
Bigvest,operating
Savision,operating
IntraOp Medical,operating
Wordlock,operating
Syft,closed
CMGE,operating
Shayne Foods,operating
Joylux,closed
AppNexus,operating
Worksoft,closed
Venneos,operating
VitaFlavor,operating
FlatClub,operating
CoVenture,operating
Priceonomics,operating
Inkventors,operating
Brazzlebox,operating
Kuaizi Tech,closed
Amplify.LA,operating
ESP Pharma,operating
UniSmart,operating
Bricksolve,operating
TableTime,closed
if(we),operating
SIPP eco beverage co,operating
Lapio,operating
Kudos,operating
Planet Metrics,operating
Clean Energy Systems,operating
Keepstream,operating
AutoGraph,operating
introNetworks,operating
Thistle,operating
Open Listings,closed
StrangeLogic,operating
Thington,closed
42Networks,operating
Neater Pet Brands,operating
5 Screens Media,closed
Ingenios Health,operating
Play Megaphone,operating
BCSphere,closed
GreenBytes,operating
Addepar,operating
AppyParking,operating
Viamet Pharmaceuticals,operating
"LinkSmart, Inc.",operating
SportStream,operating
Forward Financial Technologies,closed
XD Nutrition,operating
Crate Canada,closed
Petronics,operating
Everyware Global,operating
Rome2rio,closed
Ameritox,operating
Symbiomix Therapeutics,closed
Splashscore,operating
Sensus Energy,operating
You Know Watt,operating
Validus Technologies Corporation,operating
Urbem Media,closed
ArcScan,operating
Grupo Phoenix,operating
Objectworld Communications,operating
TraceWave GmbH,operating
ActSocial,operating
Balakam,closed
Vivotech,operating
Propstack,operating
Imaging Automation,operating
DigitalGlobe,operating
iBloom Technologies,operating
ShareRails,closed
Pulsate,operating
Entomo,operating
Accent Custom Finishings & Design Center,operating
Kluster,operating
Vision Sciences,operating
Opal Labs,operating
Customer Alliance,closed
Marshall Wace,operating
Scoopshot,operating
Ayasdi,operating
Claro,operating
Cutetown,operating
NerdWallet,closed
archify,operating
Dot Com Zambia,operating
UsMeU LLC,closed
Spark Software,closed
PREPit,operating
Inclinix,operating
SquareOne Mail,operating
Home Bancorp,operating
PaperKarma,operating
Tipser,operating
Resource Guru,operating
Eisenworld,operating
I Like My Waitress,closed
Fresh Nation,operating
Domob,operating
BoxCat,operating
Simpleshow,operating
J&V Big Game Outfitters,closed
Nimbus Therapeutics,operating
UnitesUs,operating
Caribou Bay Retreat,operating
iConclude,operating
TruHearing,operating
Signostics,operating
Telcom Global Solutions,closed
Chalet Tech,operating
ZAP,operating
StyleZen,operating
"mobywize, inc.",closed
seeusoon.io,closed
EasyProperty,operating
Intrinsity,operating
Activity Stream,closed
BuyRentKenya.com,operating
Shaker,closed
Moy Univer,closed
Standard Renewable Energy,operating
Tytanium Ideas,operating
Siri,operating
Click4Ride,operating
Sentec Pte Ltd,operating
Synup,operating
NxtPhase,operating
AsthmaMD,closed
BetTech Gaming,closed
BuildingSearch.com,operating
Indybo,operating
behaview,operating
Capee group,operating
EnergyClimate Solutions,operating
iubenda,operating
Innoverne,operating
meQuilibrium,operating
Phthisis Diagnostics,operating
VaxInnate,operating
Fundgrazing,operating
Lambda OpticalSystems,operating
MediSens,operating
XPlace,operating
VikingCars,closed
Ascension Technology Group,operating
Orthobond,operating
Signature Genomic Laboratories,closed
Fineline,closed
GoodPeople,operating
Illumagear,operating
Keona Health,operating
BlackLocus,operating
Structural Research and Analysis Corporation,closed
Newspepper,operating
Sunshine Heart,operating
iCook.tw,operating
FanBoom,closed
C3 Metrics,operating
NuVista Energy,operating
HipLogiq,operating
Flypay,operating
MyUnifood,operating
Riboxx,operating
ShareThis,operating
Autodisplay,closed
LocoX.com,operating
Mobile Card,closed
SpectralCast,operating
Step to the future,closed
Code On Network Coding,operating
iamcompany,operating
Caregivers,operating
Hydration Labs,closed
The Multiverse Network,operating
Carbylan Therapeutics,operating
Sofie Biosciences,operating
Moving Off Campus,operating
Better Finance,operating
TheCreator.ME,operating
Gloople,operating
Digital Media Broadcast,operating
Onepager,operating
Nevo Energy,operating
Contactually,operating
Poq,operating
ThermoLift,operating
Tufin,operating
NanoFlex Power Corporation,operating
